0000003292|V.V. Class &amp; Confort|Sanxenxo
0000002971|Maria Pilar|Sanxenxo
0000002443|Barrosa II|Sanxenxo
0000002142|V.V. Portonovo ( 14 noches)|Sanxenxo
0000003966|V.V. Portonovo (4/6 y 6/7 - 14 Noches)|Sanxenxo
0000003965|V.V. Portonovo (4/6 y 6/7 - 7 Noches)|Sanxenxo
0000000582|V.V. Portonovo( 7 Noches)|Sanxenxo
0000000564|V.V. Sanxenxo|Sanxenxo
0000002140|V.V. Sanxenxo (14 noches)|Sanxenxo
0000003963|V.V. Sanxenxo (4/6 y 6/7 - 7 noches)|Sanxenxo
0000000307|Versus Apartamentos Turisticos|Sanxenxo
0000002139|V.V. Versus (no utilizar)|Sanxenxo
0000001662|Villa Cabicastro (T2)|Sanxenxo
0000003126|Villa Cabicastro (no utilizar !)|Sanxenxo
0000003841|Villa Cabicastro (no utilizar !)|Sanxenxo
0000002855|Castelao|Vilagarcía de Arousa
0000001836|Carril|Vilagarcía de Arousa
0000000521|Castelao|Vilagarcía de Arousa
0000000276|Pazo O Rial|Vilagarcía de Arousa
0000001831|Maroa|Vigo
0000000459|Apartamentos Puerta del Sol|Vigo
0000002899|Aptos Bahia De Vigo (no utilizar !)|Vigo
0000000317|Atlántico Vigo|Vigo
0000000212|Bahía de Vigo|Vigo
0000003932|Bahia de Vigo (no utilizar !)|Vigo
0000000974|Canaima|Vigo
0000000629|Celta|Vigo
0000000224|México|Vigo
0000000202|Ciudad de Vigo|Vigo
0000000205|Coia|Vigo
0000000705|Compostela (Vigo)|Vigo
0000000236|Dinastía|Vigo
0000000310|Gran Hotel Samil|Vigo
0000000206|Hesperia Vigo|Vigo
0000000239|Ogalia|Vigo
0000003090|Inffinit Vigo|Vigo
0000002598|Oca Ipanema|Vigo
0000000242|Junquera|Vigo
0000003291|Gran Hotel Nagari Boutique &amp; Spa|Vigo
0000003934|Nagari - Mucho Viaje|Vigo
0000003933|NH Collection Vigo|Vigo
0000002599|Pazo Los Escudos|Vigo
0000002590|Praia Santa Baia|Vigo
0000000221|Sercotel Tres Luces|Vigo
0000001275|Tryp Los Galeones|Vigo
0000000216|Zenit Vigo|Vigo
0000003931|Zenit Vigo (operativa Caixanova)|Vigo
0000000363|Las Vegas|Ribadesella
0000000064|Casa de Aldea El Frade|Ribadesella
0000000880|Derli Sella|Ribadesella
0000000968|Don Pepe|Ribadesella
0000001226|Gran Hotel del Sella|Ribadesella
0000000109|La Marina|Ribadesella
0000001671|Villa Rosario (Palacete)|Ribadesella
0000003122|Attica 21 Coruña|A Coruña
0000000423|Avenida|A Coruña
0000000522|CityHouse Rias Altas (ex Celuisma Rias Altas)|A Coruña
0000000453|Complejo Residencial Rialta|Culleredo
0000002611|Crunia|Culleredo
0000000439|España|A Coruña
0000000430|Eurostars Ciudad de la Coruña|A Coruña
0000002043|Eurostars Palace|A Coruña
0000000337|Hesperia A Coruña|A Coruña
0000000402|Hesperia Finisterre|A Coruña
0000000434|Husa Center|A Coruña
0000000404|Meliá María Pita|A Coruña
0000000422|Plaza (A Coruña)|A Coruña
0000000457|Portazgo|A Coruña
0000002154|Residencial Portazgo (7 noches - (no utilizar !)|A Coruña
0000000440|Riazor|A Coruña
0000000428|Tryp Coruña|A Coruña
0000000664|V.V. A Coruña|A Coruña
0000000407|Zenit Coruña|A Coruña
0000000145|Arco Iris|Vilanova de Arousa
0000000698|Bradomin|Vilanova de Arousa
0000000135|Dinajan|Vilanova de Arousa
0000000142|Hermida 5000|Vilanova de Arousa
0000000139|Lago|Vilanova de Arousa
0000001801|Leal La Sirena|Vilanova de Arousa
0000000133|Sada Marina (no utilizar !)|Sada
0000000462|Sada Marina|Sada
0000002117|Apartamentos Sarga|Cabanas
0000001427|Iberia|Cabanas
0000000481|Sarga|Cabanas
0000000396|A Casa Antiga do Monte|Padrón
0000002147|Casa Grande da Capellania|Padrón
0000000169|Pazo de Lestrove|Padrón
0000000375|Rosalía|Padrón
0000002610|Scala (Padrón)|Padrón
0000000390|Avenida|Pontevedra
0000000646|City Express Comercio|Pontevedra
0000000321|Dabarca|Pontevedra
0000000157|Galicia Palace|Pontevedra
0000002378|Galicia Palace (aéreos)|Pontevedra
0000003938|Galicia Palace (Operativa Caixanova)|Pontevedra
0000001834|La Peregrina|Pontevedra
0000000161|Rias Bajas|Pontevedra
0000001832|Vedra|Pontevedra
0000001701|Virgen del Camino|Pontevedra
0000000120|A Mariña|Cambados
0000000473|Casa Rosita|Cambados
0000000788|Cruceiro|Cambados
0000000148|Europa|Cambados
0000000140|Herbiña|Cambados
0000003848|PR Ribeira de Fefiñans|Cambados
0000000128|San Marcos Salnés|Cambados
0000000357|Casa Rosalía|Santiago de Compostela
0000000249|Balneario de Mondariz|Mondariz
0000002969|Hotel Refugio (ex Plaza de Mondariz)|Mondariz
0000000327|Mirador Ria de Bayona|Baiona
0000000243|Bahía Bayona|Baiona
0000000834|Bayona|Baiona
0000003238|Holiday Nigrán HR|Baiona
0000000555|V.V. Bayona|Baiona
0000000359|Park Ria Noia|Noia
0000000364|Pesquería del Tambre|Noia
0000001666|Xunca Blanca|Villalonga
0000000240|Antojanes|Oviedo
0000000289|Astures|Oviedo
0000002850|Barceló Oviedo Cervantes|Oviedo
0000000746|Campus|Oviedo
0000000825|Carbayon|Oviedo
0000000480|Carreño|Oviedo
0000001871|Castro Real|Oviedo
0000000049|City House Las Lomas (ex Celuisma Las Lomas)|Oviedo
0000000823|City Express Covadonga|Oviedo
0000000714|Ciudad de Oviedo (no utilizar)|Oviedo
0000001391|Fruela|Oviedo
0000000042|Gran Hotel España|Oviedo
0000000046|Gran Hotel Regente|Oviedo
0000000038|Nature Oviedo|Oviedo
0000001888|Iberik Santo Domingo Plaza|Oviedo
0000000078|La Gruta|Oviedo
0000002367|Gran Hotel Las Caldas Wellness Clinic|Oviedo
0000000040|Libretto|Oviedo
0000001364|Exe Magistral|Oviedo
0000000712|Room Mate Marcos|Oviedo
0000000773|Melia Hotel De la Reconquista|Oviedo
0000001334|Naranco|Oviedo
0000000047|Palacio de la Viñona|Oviedo
0000001272|Exe Oviedo|Oviedo
0000002954|Villa de Cabrales|Arenas de Cabrales
0000002912|Naranjo de Bulnes|Arenas de Cabrales
0000000208|Picos de Europa (Asturias)|Arenas de Cabrales
0000001546|Villa de Cabrales|Arenas de Cabrales
0000000217|Principado de Europa|Poo de Cabrales
0000002088|Casona El Carmen|Perlora
0000000072|Hotel y Casona El Carmen|Perlora
0000000011|Piedra|Perlora
0000000007|City House Marsol (ex Celuisma Marsol)|Candás
0000000187|Acebos Cangas|Cangas de Onís
0000000114|Aguila Real|Cangas de Onís
0000001965|Albergue Palacio Teyeria (Astur Joven)|Cangas de Onís
0000000248|Agüasaliu|Cangas de Onís
0000000254|Aldea del Puente|Cangas de Onís
0000000170|Apartamentos Buena Vista|Cangas de Onís
0000000096|Apartamentos Camin de Pelayo|Cangas de Onís
0000003117|Don Clemente|Cangas de Onís
0000000130|Apartamentos Peña Santa|Benia de Onís
0000001883|Avelina|Cangas de Onís
0000000195|Azabache Cardes|Cangas de Onís
0000001935|Azabache Susierra|Cangas de Onís
0000001925|Casa de Campo|Cangas de Onís
0000001961|Casa Rural Lavin|Cangas de Onís
0000000112|Ciudad de Cangas de Onis|Cangas de Onís
0000001573|El Campanu|Cangas de Onís
0000000198|Hotel Xana (Cangas de Onis) ex Hotel El Capitan SOLO REGIMEN DE AD|Cangas de Onís
0000000203|El Espino|Cangas de Onís
0000000197|El Molino (ex El Molino del Partidor)|Cangas de Onís
0000000111|El Sella|Cangas de Onís
0000000204|Entremontes|Cangas de Onís
0000000191|Cangas de Onís Center (ex Favila)|Cangas de Onís
0000000186|Grupo Hoteles La Pasera|Cangas de Onís
0000002918|Imperion|Cangas de Onís
0000001589|La Cepada|Cangas de Onís
0000000180|Los Lagos Nature|Cangas de Onís
0000002455|Maria Manuela (Grupo La Pasera)|Benia de Onís
0000000200|Peña Santa|Benia de Onís
0000002917|Puente Romano|Cangas de Onís
0000000116|Puente Vidosa|Cangas de Onís
0000003863|Rural Mirador Montañas de Covadonga|Cangas de Onís
0000000115|Santa Cruz|Cangas de Onís
0000000184|Vega del Sella|Cangas de Onís
0000000348|Alcomar|Gijón
0000002015|Apartamentos Ceán Bermúdez|Gijón
0000000230|Arbeyal|Gijón
0000000013|Asturias (Gijón)|Gijón
0000000053|Begoña|Gijón
0000000054|Begoña Park|Gijón
0000000514|Castilla|Gijón
0000000029|City House Pathos (ex Celuisma Pathos)|Gijón
0000001186|La Boroña|Gijón
0000000035|León|Gijón
0000000026|Blue Marques|Gijón
0000000028|Miramar (Gijón)|Gijón
0000001805|Norte ( antes Hotel Verdecosta)|Gijón
0000000644|Palacio de la Llorea|Gijón
0000000016|Principe de Asturias|Gijón
0000000100|Acebos Azabache Gijon|Gijón
0000000037|San Miguel|Gijón
0000002939|Silken Ciudad de Gijon|Gijón
0000001270|Tryp Rey Pelayo|Gijón
0000000014|Villa de Gijon|Gijón
0000000074|Palacio de los Vallados|Lastres
0000000398|Hosteria del Huerna|Lena
0000002876|Vida Santa Cristina|Pola de Lena
0000000421|Alonso|Llanes
0000000279|La Casona de Vidiago|Llanes
0000002089|San Pedro|Llanes
0000000277|Apartamentos Picu Castiellu|Llanes
0000000127|Apartamentos Playa de Toró|Llanes
0000002911|Apartamentos Playa del Canal|Llanes
0000000131|Apartamentos San Jorge|Llanes
0000002877|Arcea La Arquera|Llanes
0000000227|Arcea Las Brisas|Llanes
0000003763|Balcon de la Cuesta|Llanes
0000001889|Bufon de Arenillas|Llanes
0000000867|Puerto de Llanes|Llanes
0000000280|Casas Rurales en Asturias (Ruralia)|Llanes
0000000535|Casas Rurales en Cantabria ( Ruralia)|Llanes
0000000234|Cuartamenteru|Llanes
0000000226|Don Paco|Llanes
0000000228|Finca la Mansion|Llanes
0000000229|Gran Hotel Paraiso|Llanes
0000001251|Kaype - Quintamar|Llanes
0000000219|La Hacienda de Don Juan|Llanes
0000002914|La Portilla|Llanes
0000002913|La Quinta|Llanes
0000000235|Montemar|Llanes
0000002168|Picu Castiellu|Llanes
0000001861|Pugide|Llanes
0000001853|Quintana de Pancar|Llanes
0000001563|Sablon´s|Llanes
0000001758|San Jorge|Llanes
0000001336|Villa de Llanes|Llanes
0000003018|Apartamentos Villa La Argentina|Luarca
0000000003|El Rocio|Luarca
0000000002|Rio Mayor Palace|Luarca
0000001690|Villa La Argentina|Luarca
0000000101|Hotel Arias|Navia
0000000103|Arias apartamentos|Navia
0000000022|Blanco Hotel Spa|Navia
0000000020|Palacio Arias|Navia
0000000065|Cabeza|Noreña
0000000068|Cristina|Noreña
0000002377|Cristina (aéreos)|Noreña
0000000066|Doña Nieves|Noreña
0000002376|Doña Nieves (aéreos)|Noreña
0000000214|El Tilo|Panes
0000000213|Tres Palacios|Panes
0000000238|Apartamentos Marina|Sta Maria Del Mar
0000000086|Marques de la Moral|Sta Maria Del Mar
0000000087|Roman|Sta Maria Del Mar
0000000051|H2 Oviedo|Viella
0000000060|Cristal Alameda Villaviciosa|Villaviciosa
0000000497|La Casona de Terienzu|Villaviciosa
0000001877|Obaya|Villaviciosa
0000003929|Apartamentos Obaya (no utilizar !)|Villaviciosa
0000000385|Avenida Real|Villaviciosa
0000004002|Artiem Asturias|Villaviciosa
0000000061|Casa España/Conventin|Villaviciosa
0000000824|Arcea Villaviciosa|Villaviciosa
0000001858|Rural El Gran Duque|Villaviciosa
0000001878|Estudios Aranzazu|Santander
0000000122|Apartamentos Montiel|Santander
0000000136|Apartamentos Olivares|Santander
0000000592|Bahía (Santander)|Santander
0000002369|Bedoya|Santander
0000000358|City House Alisas (ex Celuisma Alisas)|Santander
0000000625|Central|Santander
0000000361|Chiqui|Santander
0000000654|Colón|Santander
0000001093|Don Carlos|Santander
0000000331|Gran Hotel Victoria (Santander)|Santander
0000001463|Hiblanc|Santander
0000001441|Hoyuela|Santander
0000001422|Mataleñas|Santander
0000000362|Palacio del Mar|Santander
0000000391|Picos de Europa (Santander)|Santander
0000000332|Real|Santander
0000002357|San Glorio|Santander
0000002932|San Millán|Santander
0000000367|Santemar (Cadena Santos)|Santander
0000002156|Santemar (no utilizar !)|Santander
0000002155|Santemar (7 o mas noches)(no utilizar)|Santander
0000000360|Sardinero|Santander
0000000328|Silken Coliseum|Santander
0000000334|Silken Rio Santander|Santander
0000000333|Vincci Puerto Chico|Santander
0000000427|Alfar (Isla)|Isla
0000000491|Alfar|Isla
0000000501|Astuy (Apto.)|Isla
0000000102|Apartamentos De la Hoz|Isla
0000000474|Los Arces (Apto.)|Isla
0000000476|Solamaza|Isla
0000000426|Astuy|Isla
0000000417|Benimar|Isla
0000000412|Campomar (Isla)|Isla
0000000864|Candano|Isla
0000000418|De La Hoz|Isla
0000000400|Estrella del Norte|Isla
0000000415|Isabel|Isla
0000000411|Isla Bella &amp; Spa|Isla
0000000414|Las Rocas|Isla
0000000424|Los Arces|Isla
0000001295|Los Pinos|Isla
0000000433|Olimpo|Isla
0000000539|V.V. Playa La Arena|Isla
0000000536|V.V. La Estrella (antiguo V.V. Playas de Isla)|Isla
0000001675|Villa|Isla
0000001890|Apartamentos La Fragua|Cillorigo de Liébana
0000000095|Club Condal|Comillas
0000003919|Apartamentos Mar (aereos)|Comillas
0000000458|Mar (antiguos Aptos. Mar Rovacias)|Comillas
0000000449|Abba Comillas Golf Apartamentos|Comillas
0000000269|Comillas|Comillas
0000000266|El Tejo de Comillas|Comillas
0000000282|Abba Comillas Golf|Comillas
0000003918|Hotel Mar (aereos)|Comillas
0000000271|Mar Comillas by MIJ|Comillas
0000001958|Marina de Campios|Comillas
0000000318|Albatros &amp; Spa|Suances
0000000460|Acacio|Suances
0000000472|Costa a Costa|Suances
0000000461|Apartamentos La Coteruca|Suances
0000000306|Mar Azul &amp; Surf|Suances
0000000511|Castillo de Suances|Suances
0000002934|Costa Esmeralda|Suances
0000000809|Costa Esmeralda Suites|Suances
0000001091|Don Diego|Suances
0000001068|Spa El Muelle de Suances|Suances
0000000302|Gran Hotel Suances|Suances
0000000323|La Concha de Suances|Suances
0000000298|Marfrei|Suances
0000000324|Montañes|Suances
0000003788|Playa Ribera|Suances
0000001857|Posada del Mar|Suances
0000001876|Santa Ana|Suances
0000000319|Soraya|Suances
0000000303|Suances|Suances
0000000305|Surfances|Suances
0000001735|Vivero Playa|Suances
0000000745|Elena|Laredo
0000000534|Granados|Laredo
0000000744|Laredo Playa|Laredo
0000002675|Casona de la Ventilla|Laredo
0000000805|Cosmopol|Laredo
0000000452|El Ancla|Laredo
0000001065|El Cortijo|Laredo
0000002018|Laredo Playa|Laredo
0000000455|Miramar (Laredo)|Laredo
0000000456|Playamar|Laredo
0000000495|Gala|Noja
0000003762|Maritimo Ris (Apto.)|Noja
0000000492|Apartamentos Regollera|Noja
0000000496|Apartamentos Salceda|Noja
0000000493|Suaces|Noja
0000000443|Arillo|Noja
0000000394|Azcona|Noja
0000000431|Gala Noja|Noja
0000000419|Gran Hotel Liber &amp; Spa Playa Golf|Noja
0000000437|Las Dunas (Noja)|Noja
0000000441|Las Olas|Noja
0000000445|Los Juncos|Noja
0000001896|Los Nogales|Noja
0000000442|Los Tamarises|Noja
0000003761|Maritimo Ris|Noja
0000000438|Torre Cristina|Noja
0000000537|Conchi (antiguo V.V. Noja)|Noja
0000000432|Viadero|Noja
0000000502|Zenit Mar|Noja
0000000408|Chateau La Roca|Santander
0000000701|Altamira|Santillana del Mar
0000002184|Anexo Los Infantes|Santillana del Mar
0000000465|Capriccio|Santillana del Mar
0000000463|Apartamentos Los Hidalgos|Santillana del Mar
0000002672|Casa de Güela|Santillana del Mar
0000000488|Casa del Marqués|Santillana del Mar
0000000464|Casona de Luis|Santillana del Mar
0000003169|Colegiata|Santillana del Mar
0000000288|Museo Los Infantes|Santillana del Mar
0000000283|Posada Spa San Marcos (Complejo San Marcos)|Santillana del Mar
0000000292|Cueli|Santillana del Mar
0000000808|Cuevas I y II|Santillana del Mar
0000002828|Felisa Spa &amp; Wellness|Santillana del Mar
0000003915|Felisa Spa &amp; Wellness (Aereos)|Santillana del Mar
0000002674|Hospederia Santillana|Santillana del Mar
0000001897|La Casona de Revolgo|Santillana del Mar
0000001219|Los Angeles (Santillana del Mar)|Santillana del Mar
0000002673|Los Calderones|Santillana del Mar
0000000294|Los Hidalgos|Santillana del Mar
0000000286|Camino de Altamira|Santillana del Mar
0000002581|Salldemar|Santillana del Mar
0000002012|San Roque|Santillana del Mar
0000001669|Zabala|Santillana del Mar
0000000376|Alemar|Somo
0000000373|Bemon Playa|Somo
0000000378|Estrella de Alemar|Somo
0000000380|Torres de Somo|Somo
0000000917|Alvorada|Estoril
0000001086|Amazonia Estoril Hotel|Estoril
0000003736|Apartamentos Amazonia Estoril|Estoril
0000000936|Atlantis|Estoril
0000000932|Clube do Lago|Estoril
0000000953|Estoril Eden|Estoril
0000000910|Inglaterra|Estoril
0000002638|Lido|Estoril
0000001114|Londres|Estoril
0000001023|Palacio Estoril Hotel &amp; Golf|Estoril
0000001560|Saboia Estoril|Estoril
0000001006|Sana Estoril Classic Hotel|Estoril
0000001080|Vila Gale Estoril - Adults Only|Estoril
0000000368|Vida Finisterre Centro|Finisterre
0000000667|V.V. Finisterre|Finisterre
0000003151|V.V. Fisterra (NO UTILIZAR)|Finisterre
0000000665|V.V. Langosteira|Finisterre
0000003994|V.V. Playa de Quenxe (Corcubión) (Casas Finisterre|Finisterre
0000000301|The Albatroz Seafront|Cascais
0000002633|Valbom|Cascais
0000002123|Apartamentos Viva Marinha|Cascais
0000000906|Baia|Cascais
0000000908|Cascais Miragem|Cascais
0000000909|Cidadela|Cascais
0000002632|Da Vila|Cascais
0000001105|Equador|Cascais
0000002784|Estalagem Muchaxo Hotel|Cascais
0000001728|Estalagem Senhora da Guia (no utilizar !!!!!)|Cascais
0000002789|Estalagem Villa Albatroz|Cascais
0000001016|Farol Design Hotel|Cascais
0000001106|Fortaleza do Guincho|Cascais
0000000997|Grande Real Villa Italia Hotel &amp; Spa|Cascais
0000002103|Pestana Cascais|Cascais
0000002646|Onyria Quinta da Marinha Hotel|Cascais
0000002647|Quinta da Marinha Resort (no utilizar !)|Cascais
0000000912|Vila Bicuda Aldeamento Turistico|Cascais
0000001145|Vila Gale Village Cascais|Cascais
0000003984|Sheraton Cascais Resort|Cascais
0000000878|Astoria (Hoteles Alexandre Almeida)|Coimbra
0000000860|Dom Luis Coimbra|Coimbra
0000000670|Bragança|Coimbra
0000001044|Almedina Coimbra|Coimbra
0000000967|Dona Inés|Coimbra
0000001242|Ibis Coimbra|Coimbra
0000002643|Oslo|Coimbra
0000002716|Quinta das Lagrimas - Small Luxury Hotels|Coimbra
0000000918|Tivoli Coimbra|Coimbra
0000001037|Tryp Coimbra|Coimbra
0000003634|Vila Gale Coimbra|Coimbra
0000000126|A. S. Lisboa|Lisboa
0000000225|Açores Lisboa|Lisboa
0000002193|Albergaria Palacio Belmonte|Lisboa
0000000395|Alif |Lisboa
0000001121|Almirante|Lisboa
0000003917|Altis Avenida|Lisboa
0000003792|Altis Belem Hotel &amp; Spa|Lisboa
0000000993|Ramada by Wyndham Lisbon (antiguo Olaias Park)|Lisboa
0000001085|Amazonia Lisboa|Lisboa
0000001010|Apartamentos Altis Suites|Lisboa
0000000315|Astoria|Lisboa
0000002636|Avenida Palace|Lisboa
0000000366|Aviz|Lisboa
0000002637|Bairro Alto|Lisboa
0000001347|Best Western Florida|Lisboa
0000001101|Comfort Inn Embaixador|Lisboa
0000002650|Corinthia Hotel Lisboa|Lisboa
0000002706|Dom Carlos Liberty|Lisboa
0000002707|Dom Carlos Park|Lisboa
0000000972|Alif Avenidas|Lisboa
0000002602|Dom Pedro Lisboa|Lisboa
0000001015|Anjos|Lisboa
0000002723|Eduardo VII|Lisboa
0000002235|Fenix Garden|Lisboa
0000001028|Fenix Lisboa|Lisboa
0000001535|Fontana Park Hotel|Lisboa
0000001350|Holiday Inn Lisbon|Lisboa
0000001344|Holiday Inn Lisbon Continental|Lisboa
0000001012|Altis Grand Hotel|Lisboa
0000002649|Do Chiado|Lisboa
0000001237|Ibis Lisboa Liberdade|Lisboa
0000001236|Ibis Lisboa Saldanha|Lisboa
0000001726|Jeronimos 8 (Hoteles Alexandre Almeida)|Lisboa
0000001555|Jorge V|Lisboa
0000001201|Lisbon Marriott Hotel|Lisboa
0000001319|Lutecia Smart Design|Lisboa
0000002617|Marques de Pombal|Lisboa
0000001118|Mercure Lisboa|Lisboa
0000001971|Miraparque|Lisboa
